device_id,fold
-5578007502427053939,10
-8926408346984341352,1
-290955718937342,2
2987212165886919059,3
-8499352703076754377,4
-3814956763625961329,5
7906129382900310580,6
-6621037777093697895,7
-5033309793490699106,8
3870754072694490360,9
138350499349347566,10
5341299052364067014,1
-4705288161493208861,2
4291653167742813099,3
7598269415943732442,4
7723911712556820898,5
2926877955913604795,6
-1314820011602782391,7
-5159185697573553681,8
-658806765489210570,9
1834910065356063214,10
-961213701678751508,1
6045842494506549944,2
-2842528287122680978,3
-1092754196017613336,4
3592965557214652370,5
895845376657337243,6
3366693726941242735,7
-8223091356578994723,8
-5245103984937500257,9
-8234998697939952293,10
-5034960706390356263,1
-4835559439082546319,2
-8072510140230872048,3
3354726046302321754,4
9129525657121240657,5
-7124502130004580601,6
-6837231357697003542,7
5962286329265027871,8
6221363975493671776,9
-3350316499231125256,10
-3606397892081255618,1
-5203822595876879424,2
4108573613225071872,3
-3840363257784609510,4
-3290017544157521344,5
6733693537615676855,6
-1281065300129943603,7
-3764517332110721572,8
9132041579920627992,9
-2679070792879016062,10
-7268495423226941601,1
-932494758585981877,2
6086924270252951662,3
-2707081968043765830,4
-516248960697671542,5
8490816842193918494,6
-3033411730206919795,7
-1351462401524912611,8
3676396127882157753,9
2260203698789974775,10
2189726101128360969,1
4325315949074412913,2
-5116017778234283104,3
3505381419117672595,4
2534522983866162472,5
-766661935332927556,6
-4469097678983896278,7
-7731957176079372242,8
7633578195804374256,9
-1568113201723806722,10
-4718010582022757541,1
-2315490628348884965,2
-2628884072205992070,3
2739893612868498424,4
-3674124162053325893,5
-2525435584779896242,6
256137131711488327,7
6147711413040086871,8
517648912153537823,9
3414668448329206795,10
572504427156263196,1
-8318939914450418416,2
8920325925448261971,3
6122889144266564881,4
8253544694202492992,5
3833696187576654644,6
6071491541905302743,7
-2613945996139557797,8
2504372292124004448,9
-3514045779757843204,10
-4534731697824385171,1
6507367373299585450,2
-8981768707637313252,3
-1057282883626615799,4
2899186796783803170,5
8676542652044611939,6
354355258166647488,7
9124191017621742216,8
4121008932198517326,9
1285271470445440299,10
8477102920197316999,1
1556063603403047445,2
-6632135232377791916,3
2933650446623249026,4
7684526314983821855,5
-7944559487877076580,6
-2951745826395698408,7
-8288222216912271806,8
4054943093199947401,9
4234934507595482452,10
7182757096050367363,1
-5632849020376596837,2
6974420445984572220,3
2692831151360189691,4
7574026807156259724,5
1367345384531294032,6
-5733055376333824504,7
-3332311879077984089,8
-7413646861731686900,9
-4191361487642259794,10
-1303044623146120280,1
-8062115979955104939,2
5608915285881931503,3
-1807408236200222333,4
-7952390533228312260,5
-1232697604743045960,6
8665726972001295126,7
645756128310429438,8
-2151196345209318368,9
4639953031186041071,10
1385986986086114135,1
8708763797566192296,2
-730068013694233921,3
423629140371886267,4
4964937516304318013,5
2096194526542468598,6
3666596449478001905,7
2840884164148868871,8
5412152743422635359,9
-6945638252174367938,10
2444495165673773023,1
-6609701419341795015,2
5927310222153068585,3
8239545349533650387,4
7209974650928426800,5
1161201309686437667,6
-6233371231488827566,7
-5999311319498903815,8
7997662564667059042,9
-2741147956947566995,10
8179474069869879770,1
6945679272627688954,2
-2015661070473482352,3
-5797183279313710010,4
-3996859646972439896,5
1098204265858505650,6
3526795765344233624,7
3253310698989216980,8
649289471545023735,9
1183559416704491841,10
8857079104238795361,1
771579627858062542,2
-748768500722129507,3
-7154018940731021955,4
-1925244637129260869,5
-9194480390249051358,6
-2852608869894303837,7
-2673778449160144236,8
4254435189288454939,9
939900770280083907,10
3674937129625472364,1
-797021157853954838,2
7449940675800307769,3
-2497688700169950818,4
-3456432849453628571,5
-3572508925838819896,6
-2052906694475860702,7
-4911078699445619393,8
1309156861510510612,9
-5969265696048647962,10
-4555379606242944336,1
8246057177748854378,2
-735660020329529282,3
-8368618057354517770,4
-6379108036294803055,5
-7782104354966854167,6
7430697600215163474,7
6381450865101709561,8
9082672769149623570,9
-5315654537656948737,10
-1729168672437136510,1
6638106487630069367,2
-8383859312647608575,3
-1311880598550940462,4
-2208657764618496181,5
3959228215334328335,6
-4707359984110825897,7
-3287756924026051978,8
-8178989949882850708,9
8203188744382487333,10
-1032421229388084233,1
7941945764660330836,2
-9145298347103112365,3
-8820748864131020749,4
-6579856841693227148,5
-2295438604865242836,6
3041920637399143337,7
-7659770308267219610,8
-2928717128781693857,9
4266670954999979470,10
-4660967967664722680,1
-773924306941152706,2
7859005098387366613,3
1163698300701833861,4
9027567347196824349,5
-5090617459275013448,6
7466879186986304912,7
3795110696781534961,8
2924557770001720646,9
-8303071920648820927,10
2151914653247227058,1
4927893428863046023,2
-4470449661487820740,3
-2130593045284981051,4
-5577503046502325539,5
8514259389685442880,6
6372674607399603059,7
-7196671668433442765,8
2265884296748523368,9
9117218776041219626,10
2105001779605494800,1
3366891136410866508,2
-5332603796665305689,3
5562047155996095114,4
2601723902618814027,5
-8794475057937155057,6
3287925572655457388,7
543133008169329122,8
295605710244051482,9
-4808990985641717069,10
-7127099925952457693,1
-4755270419516683635,2
5468694325636284850,3
-4706322625020669199,4
7258750623320655006,5
4211685073221150868,6
2616626742133332328,7
5481721231043458828,8
835377383707762339,9
6442899995269744976,10
-720734523177098876,1
-7200516594215424114,2
-2137335654951095338,3
7135632829085849775,4
-35898745169521179,5
6761222958751609039,6
-3559550203764382834,7
-8787484814660869849,8
6489880256975247938,9
-2367864085817450047,10
-5488372891137041697,1
2612061177348709803,2
4936181728443954764,3
2992917306918277359,4
-4954188115501899037,5
879839893154210812,6
3129676498883791302,7
5176631714768874994,8
1149289179083747370,9
-4347869570244999954,10
7848066198054528305,1
5168490094075737068,2
4679914024309317662,3
-1073435017429007321,4
3222030665912138620,5
3438579031794104320,6
-4108226266649839376,7
-6700443153100268466,8
-7773880518172398064,9
-7835516348698068256,10
-8804256058365788094,1
5949490114935384478,2
-5384399195083916258,3
-1110365022879677286,4
-3219162051528493434,5
334158445855289343,6
-4320214471004502704,7
247985393154215454,8
8225690677197234823,9
6709563601604160935,10
-5465199611899594344,1
760638143211986699,2
6831344869054760278,3
-4568619447668648690,4
3868292597021312141,5
3520970688619797380,6
-4770616948683604188,7
-7647692859278708276,8
3475981318762832141,9
-4784574026729712969,10
-3983147386519654242,1
7707881962329755684,2
-7954782808538033622,3
-8358378138018323927,4
2566266827724282963,5
7543329374334830377,6
5521545983483894822,7
-62125136730870692,8
-1578803036439360872,9
6689666058401038559,10
-9172530125858559119,1
1717633128456805424,2
-6806143128475861252,3
682490113956535608,4
-4131228519504751902,5
-8932232232053168981,6
4848322599941440389,7
5116638273910281326,8
-6672561863698844440,9
4300617058135381309,10
-8401293608449159849,1
5873548619641017648,2
6642026016255760579,3
8249839980918876078,4
-5686063698659898154,5
4413058316879641658,6
3828589066526842448,7
1325375832615301911,8
-1197316307589085003,9
-2113457110213885120,10
-8034368738794423662,1
-5933373333013104418,2
-2180577908480078273,3
-3737223634793589093,4
3085730641794407813,5
5235167173602763744,6
-4167657819276794197,7
1065935630528297285,8
-3191552944275712100,9
5079026096495492818,10
3479920970275204168,1
-5628105089049740135,2
2852745882288321496,3
552941134237193119,4
521126363562190161,5
-5508546343589234097,6
9209900739924454431,7
2602299517602061786,8
6068713481977958274,9
3377420854700400681,10
2729592988290521909,1
4173319666211434844,2
-1899066963782541082,3
-8179812072352386417,4
-7832151541918636760,5
-3930020914536201582,6
7938775826682381023,7
7463389077533654645,8
-3006891559560416051,9
-75939356845932136,10
-5229895330205336434,1
6384479323306881626,2
-1631016466921288109,3
7332542294959017427,4
-5735860850639585450,5
-2693931763854896338,6
9184216106667533098,7
7777914580178778408,8
-6846003257721017991,9
77914233688352601,10
4071393584303439093,1
-499930567504108363,2
-4959952854848678915,3
3457429638088732085,4
5308143266063721805,5
6632391407497377619,6
7988998162099839029,7
-7726272711792548702,8
-5900827902138664551,9
3459599494622573614,10
-634858263212989801,1
2817796897359614688,2
2774838061233715685,3
8257582591919263398,4
-2583834043888218939,5
-3389605147156464826,6
8370753610248375140,7
-6517885214907429965,8
1707818179687077702,9
4040974900596544273,10
8798628651284650016,1
-1530268174541308225,2
3542738382336375865,3
893824815988357086,4
-3690855633723349515,5
-369404186316494502,6
9005159624366464920,7
-5485020090367713538,8
-5134964169089461718,9
-2567508098663536817,10
8166271569716501975,1
-384419306096992457,2
4999170782536381780,3
3650932195462546023,4
2521265672352025949,5
2728472601482195004,6
-741985799537082826,7
-4265643042635073565,8
7669485703887877918,9
4216724243933228708,10
-9146664150258359217,1
7417151582294463711,2
-3751642742996190557,3
-439959869692527464,4
-1999202254663309863,5
-6320964528565447285,6
-7804296101691453441,7
-8954174985131036732,8
4902324177771394482,9
5092935688861785586,10
-8727331373345618945,1
5216275118709426510,2
-5183213769707904676,3
-3033166050550388432,4
5684486937512593768,5
707624382089638875,6
-1439575032333915836,7
9106180636338158544,8
8031368729181342255,9
1177754994560395332,10
-6356719128620178779,1
5537946146328938712,2
-5423275296217608853,3
4144241779370252924,4
-2552277030611538998,5
5999652053736411354,6
-7014870493262490392,7
-3384569464525537276,8
5114774694231696234,9
-328850958852900201,10
7148068613608906576,1
3196302945715438511,2
3244812639593246581,3
-8991468952427266816,4
3718036089203068169,5
-6573776541139656849,6
6904139909522197676,7
4103366047746406029,8
3543094931598066871,9
-4932386282225487885,10
8128741853927258649,1
1893660005806591132,2
-6064527084805083733,3
-1058266770444320095,4
4960747779783660459,5
2816997506138857037,6
-8232799639019330812,7
-796971280960258530,8
4422647757443534362,9
7653316877767828965,10
-1051884239595163608,1
-512140372226387582,2
5363738996507149316,3
5407497650292396730,4
-9201434269962947628,5
-8408713932507435764,6
5776942624092363451,7
4002979420328507965,8
304615414857869982,9
-3403760067158818344,10
-5390680929830111267,1
-8758266120234645706,2
2536631280396258780,3
4080341406890523794,4
5661923436823437883,5
-1222992100784200719,6
4021869075309484396,7
-1493965596941040759,8
6175955660096718966,9
-1629016880023971179,10
5400985333704445906,1
-8617846518879813139,2
6974738683971424976,3
-3225940989430564468,4
5162378624545521029,5
-609485434250876575,6
-2780807603852921235,7
2870458796986146833,8
-5415429702506628947,9
-3250255595071349161,10
-7051426127178047621,1
669704563633624656,2
-3925338042295277868,3
-6498643662225357069,4
8018457653717221918,5
-3783642354196744917,6
-6904195515183229064,7
-3855555994223560708,8
7896971873043829839,9
-274246341236062924,10
6691978035504004061,1
-3588348923277587462,2
-223272791077239654,3
5017403340008071386,4
-4934321557464100698,5
8831596746367083356,6
2073896852080575541,7
-7956117626595296934,8
5447822007460485698,9
-6178756913767127708,10
787737173671699036,1
4007580549733959493,2
5065215458483212614,3
-7386716165436505663,4
2086975844680200909,5
4117508908511664857,6
-3977545686144602756,7
-8971723557942196925,8
3824688312127954482,9
1722171653630325211,10
1954953395716037843,1
-2155522193132771513,2
-6273737765275262481,3
-2793783347427410251,4
6536349942980514930,5
1687864122952206085,6
8665671882936506574,7
7492721509444321591,8
-887854960539688221,9
8419521374619453595,10
-7671382239709825616,1
1272112615148621721,2
-6196149299425888671,3
2719276081962012150,4
5001291649791899203,5
-3127469159859162581,6
2822423706517426301,7
5607274318122269302,8
5635100001859219954,9
-3321801175811231548,10
-8297005919626448688,1
7858297433429776836,2
-6782114630303010478,3
-7019931196819826887,4
1624651474087722253,5
-785422958226470826,6
-2659167497805707491,7
-6996358278738416555,8
-2511249988293727314,9
-2907733948052656668,10
-2196360646630927782,1
-3585158038438888161,2
2766406483634994707,3
-2364153420245641764,4
-1662678492603852732,5
-3145011628512222178,6
2191785295879064441,7
-7641253094843177041,8
91841036913271833,9
4344830536973988464,10
4117350523435294758,1
6001432542209529896,2
8498873287374087745,3
-8632831146764307539,4
8041570386391538530,5
9208094314529229909,6
2090909332094427240,7
-456836278151436451,8
-2579554340412317862,9
3896164030745162565,10
-78503650062478259,1
5664958207409442521,2
1410692796480291561,3
-1225665788832824551,4
-7448093538825065280,5
6941388663947079093,6
-8777945457386615008,7
-2410399226016639695,8
-8068941642506519234,9
-7151770491998506992,10
-5442014035590327093,1
498913550029127399,2
1369032218119424570,3
-2770828383437183676,4
7615346411691363222,5
-8411343270240615283,6
-706819636929224451,7
-6469026045772465017,8
2237617696750969751,9
-6834795938372996876,10
278271373692969738,1
-3551017538127433661,2
6204899000063729747,3
7740472632505276922,4
-2181076312496923340,5
-8298688555308619693,6
8566074790694056637,7
8164207601885871915,8
1192451867487786299,9
4594919322095221831,10
6946735736190740892,1
-1397837468952968593,2
-3965900139993062690,3
7441298789680877422,4
7195945687443233373,5
-7286400298996712130,6
-1456660917738787421,7
-2795526424246069680,8
-134444954475286235,9
6933080941935501704,10
6098995646268604662,1
-6926375097546258753,2
4914460648027762854,3
7666728034825443796,4
6561312204729235291,5
-4582385549611967565,6
-5310507954009907753,7
-2319918862045569167,8
-4005509995787101159,9
3983953498084999923,10
-1978980272399490849,1
5278121676859007158,2
-2337407650989487177,3
-8646287463694435443,4
4729458712071480420,5
-8305484070001360894,6
-7335663706624405686,7
8734137732459325122,8
-6461933921786713886,9
7782931817263113498,10
-7448653611342312354,1
-5032458690631658803,2
-335456532294553235,3
3385522344604056845,4
8255690690299726641,5
-22081230632071640,6
6968859538224878547,7
809693551538717686,8
-8070786611901013747,9
-811019539679688231,10
-8832565197164090865,1
-6763290101245158479,2
-837818040320272415,3
-3532613804595286319,4
7072935210130772208,5
-1125850403524387291,6
-8642757463630124051,7
5613698375087422659,8
5013488960026006554,9
3837502347969424752,10
-5311921713358452580,1
3775107683976136187,2
7003485869734418874,3
-2670644926282579003,4
4272817560985387114,5
6503544207619841164,6
-1477321448895052419,7
-5335225619428600637,8
6588120623102492717,9
-2026152922764339351,10
8574398431674340688,1
6108476490649069275,2
3603779389398596361,3
1959431234786827565,4
2207208304601200686,5
-5285501386201108761,6
225533372092117294,7
-4504769644116095928,8
-7434234152604574597,9
2383167456130230427,10
8800920500221513335,1
-2773768390333161983,2
-7831304136445715900,3
3961642681914525820,4
9076289112160945840,5
-5659264759459364190,6
-934344045356762186,7
-507624096707022538,8
2117841119350459304,9
8885742140350321973,10
-3524385552823602116,1
-9140293699412993860,2
5017170194453871509,3
4754472580322141970,4
8514613047343195484,5
1458929075399446958,6
-7420649618279596778,7
-606077365111065696,8
4145904488631208468,9
5803195849211443945,10
8795434320644947601,1
-6955460028078515389,2
6825201617040162681,3
-8528394326441418921,4
-3648794190937671404,5
-3120366936607681129,6
5235745300762742917,7
-4603555771889050271,8
8639040072862942605,9
4303299291839821558,10
-121216896683109410,1
5749744453335425211,2
4581735788682312054,3
-7065062714066140996,4
7377633180130339987,5
-4092284044504212543,6
-8932961254498140813,7
-8860452684382824629,8
318039883478465596,9
-5415588918618917032,10
5222694077348032100,1
7013025219720943416,2
-6409276047897135512,3
-3409343349490234137,4
1138982418580327739,5
-7889584379883371489,6
-4442791116741816064,7
-5019277647504317457,8
4448299900651391978,9
5233963855998731685,10
6706326472132837148,1
5539244613011165244,2
-2062739938295886686,3
6447755340384224994,4
-249192642960344022,5
-1870888110930633498,6
4176615704797624140,7
-4121431472256701564,8
-4688658097966524549,9
-4963191764036878320,10
-2974302458034385866,1
8026817445213593849,2
2570395795128150990,3
1535721920273496352,4
-4641773544750648507,5
4955214194037426666,6
2203558007786324918,7
-3381401643988669325,8
8929313272536568746,9
-4916282084932633957,10
7502168439314904915,1
6631283234914616925,2
1357267270093031140,3
4149916619478475081,4
8258950356820267770,5
1515650710923199481,6
-8971655432783870296,7
-9167060588995723650,8
4568272394246300521,9
2400522500433485834,10
825153657464315599,1
-5950970600177266397,2
1245027825547138345,3
-6203434130232912094,4
-5703290425320211240,5
-8134222671630737031,6
-8528365531186657286,7
3247822544392457380,8
1315860141721777300,9
-7495392210335806675,10
-1277266581808121479,1
-7106494873898833889,2
-3101089602876536982,3
-7915223718147609432,4
678858783751530303,5
-8356714723502414974,6
4629091466546322894,7
-616357650050212099,8
6787959474024830025,9
2448368736719453288,10
-4046433638394155532,1
-8029062953550101773,2
7707333499590833500,3
6059476937176350088,4
-67358379981008076,5
-7834077547748695777,6
-2278298620554123697,7
2942527401893441681,8
8265767725342957408,9
3539994971998710576,10
-8657414628702117422,1
6446441488478273249,2
6390522750199135028,3
-1296682709367938776,4
-846870034785203422,5
-661279911624617888,6
-5409989408190184756,7
7536882359172979352,8
-3175446092653837555,9
4130545496999391688,10
-4200435775809418653,1
-714994112141985179,2
-1249475143852264694,3
-854334950563800171,4
7422693279580495344,5
6431995393547926521,6
-2497154734277015719,7
-280901088089759778,8
-7904057417122075923,9
3820268299187200307,10
-4567595472034698613,1
2934829043676042357,2
-8269941980648371264,3
5650091909638585721,4
3242088731852387578,5
5305172558884056261,6
-8940229698774206531,7
6572311821816271275,8
-1955126429469842852,9
5242963695962007906,10
8619009934071014100,1
2172702405140645414,2
-7728407547075353135,3
8744610399124317189,4
-6199709906927947436,5
9169868361009488999,6
2808068418888027555,7
3305588862350766980,8
-6332233748531979816,9
-542309996784960290,10
5928916541759251704,1
4791860076468554886,2
7072783575086849940,3
7511538073141589429,4
-2093600663172302795,5
-1806167786180501195,6
3867081882217199842,7
7139721948097529556,8
-2449108708131023888,9
1077958796634105420,10
-2080558076691760466,1
-8667016800654403582,2
-1710671511193947069,3
-5855553085265313904,4
4686944878509099972,5
-4696488399407957230,6
-7991201383327127636,7
-729211753102044313,8
2521795967454392129,9
-174782101359834537,10
-4988638036225877537,1
-4828459959619091152,2
6724955315440168363,3
-8529702370967972392,4
-3701220382247830122,5
-856426495491968202,6
8847880842943831456,7
3746366943801974707,8
-4477432914054763769,9
-4504408780759680717,10
-3518992189550886236,1
-5616846720063628575,2
8195443205772419126,3
-3614802066090199454,4
2102056475336308669,5
6895649609130406104,6
1445372875923237678,7
-5824687598721928254,8
6685538359343051928,9
2975300380136921289,10
4967055850775517409,1
1987647093617412744,2
6895981326762891934,3
5706951917697797718,4
8846449022745994722,5
-3765207576732449632,6
-2166399788443695898,7
-454981121440097571,8
-3713096701425907414,9
1849255201428056921,10
5270263905402375062,1
8510384419039835673,2
8388862648107544986,3
-5457051719374715567,4
1515368259917577759,5
451137123466551628,6
8094340911676948833,7
-2367041963450619863,8
3326850046569543452,9
-2694789579063979880,10
5715742217492534635,1
-689719084019214257,2
1449782657875795443,3
5486614810493193826,4
-4260763817606248409,5
4119812652377761403,6
470561658703811626,7
6159453009481013663,8
-9093295374848195094,9
7493385374577815645,10
3010676653746854529,1
9099174963174212298,2
8848459668844965434,3
-6320300357479157226,4
-5736538692669895671,5
7875513327408424684,6
-3136531935154354961,7
-726049946509828952,8
7623705599913680561,9
9001535336323280322,10
-1264296849660922425,1
7661723086352313547,2
818802885209883986,3
-627376826142928387,4
5025608987565607763,5
3298885531936699311,6
-5700350858240015107,7
4708880830640431778,8
8148230113887615434,9
1134946518334260254,10
-8138037980575431994,1
-5380964611290967267,2
-3053432745680634322,3
-3226587119532232016,4
-6759906671441293963,5
-6610786398989300039,6
-3262741094600385647,7
6707595937068405523,8
-5863268767907609195,9
-2437533372728797722,10
-5207209937790586236,1
1540994945277085208,2
-9211311018136103690,3
-3332678473419353998,4
2249980589510093835,5
712059563380046924,6
-2957294533743400640,7
-7417415303066097571,8
-995852065180155146,9
4762239595069716510,10
2541251467348240263,1
2576655981995537864,2
4555701824547487271,3
-7564284302549979268,4
6253645926490457306,5
2330883101494768025,6
978171418854307333,7
-7912459182326331377,8
-4629557337645845717,9
-4974364137781948570,10
3773608411617873298,1
538712020419644700,2
-4477879052490693938,3
5121714725013891059,4
-229765189743490937,5
1355852166866236806,6
3556972757267749939,7
651111182915909020,8
705251024346388288,9
-7174225266250617091,10
6959802527611588705,1
-954988606280158251,2
4443311636853135881,3
-4807281165798388190,4
5040492790194579318,5
-8026103382715711375,6
1030738058961256175,7
6121648486783772221,8
5841969604139079206,9
5217502100259769867,10
-278336126453344862,1
-961691129471571172,2
-1599745811156710059,3
1094986154482173549,4
5749533759614332521,5
8377858282306341279,6
-4356744239622405397,7
9037868271212502396,8
7894450051604677443,9
-3204691308906742140,10
3772183459519849186,1
4134271195989160523,2
-9078999882273730987,3
6345362808844118344,4
8643899642814119715,5
6624203322027021041,6
6993607202697279407,7
-3062449025786137922,8
5113914212824706485,9
1575095074614267484,10
6526207607832364402,1
-4897144147095593301,2
-22504238588335712,3
-4973214920059881547,4
5969195935524892681,5
-8591402154349149306,6
-6905811020607617314,7
-3765574419894363139,8
4339341527466971260,9
-4577155977610143811,10
-7174412072868892006,1
-781210019558116102,2
991504996618866788,3
-7279344249543272199,4
849249415714165174,5
-7250136574552719400,6
737068190573198164,7
-9206899042396323934,8
-693857378320999581,9
-1156988164333756668,10
3088545897272131465,1
-7495305487247759720,2
-7605181491355097139,3
3933669575390941232,4
-3971040514059516236,5
7555027467902310212,6
-2307627216139151416,7
2717738316731562530,8
-1845499797267797957,9
5008214207192300715,10
-211065368420488351,1
2307084240739912766,2
6008275184237385115,3
6474089263750492894,4
4010468224771930808,5
-827196114693611408,6
-6207056055953939932,7
7731649505823980543,8
6704447145378525376,9
1253141219742060050,10
859445908121434421,1
-4655639594662463230,2
3582699425537928536,3
-4986407608539987144,4
-1909840803012691378,5
3374929726134645374,6
-8821315644463021716,7
-8972103783009163187,8
-731724229519721204,9
5871567986013732355,10
4249803166181983020,1
-3641579542447537215,2
-2699743801033879774,3
-4871454957814644,4
8633599717772003217,5
2027356039041906819,6
-3546155529953378499,7
-8505151527169794147,8
-1267397028674219528,9
2504252816637206522,10
7665997898408696794,1
-4116345801195842794,2
3138079845677210028,3
-3512275056586914140,4
9046427165740742645,5
-6146386480685526946,6
4339892869344252999,7
1086058913769262576,8
-5828643203114775803,9
1593002807087923727,10
-4733579455253902703,1
-4530217271348726332,2
3516007766582934269,3
8296694171003490813,4
-4659474405864671788,5
386972537329444702,6
-532686948320629695,7
2292278570116273295,8
-4060926546628830496,9
6366659960713352459,10
-714704861738623762,1
-5624830100228683535,2
-6361551422284283334,3
-4894746514180515853,4
-9194707982558762785,5
4844887517456147855,6
-437713294925775081,7
3990063531849819022,8
-7686463155231735324,9
-8902731683710277451,10
-8787826004653489976,1
-671421470302456596,2
1833275630948016318,3
6366918033381585050,4
-2219341571266336413,5
3533542433924646185,6
-2790952819540757002,7
7193941173237870735,8
9037922939931523994,9
-4911449577918666719,10
885757044835964937,1
2113950525481812343,2
6875489759019721144,3
-7783723808369252727,4
1687810818554999194,5
6573478957977731178,6
-5367741318673372617,7
-3598741577135566597,8
3192910731467239366,9
1867685915922036370,10
1611679651619599804,1
3735978467003852551,2
3233451041635261986,3
2799076266407959861,4
2197905768528648571,5
6970524797840922916,6
6827413081694000223,7
272696607041469418,8
775926758426714921,9
8451504621562533923,10
1544422197023188915,1
5774447249835006869,2
-3178488436020605615,3
3993781485705563898,4
4393336023852018373,5
-4931024260553180347,6
3758067143012675964,7
9067663300377084173,8
9098166441122239480,9
7279686952412533462,10
7450904213809716725,1
-5408816258033820364,2
5258556085701034226,3
-7077767179615318208,4
7102818890309647918,5
-5039409401646355613,6
7386419580828642414,7
4630763664671693383,8
9157863864860114092,9
-6092469888968830626,10
-2671693712455944233,1
6642706931673923285,2
-1163901824531319321,3
-8239434151890963899,4
-7191373873808720784,5
-4822565951985059112,6
-7925396999924928989,7
3982864422183643860,8
6107125693146961540,9
239127018090480812,10
5732074338017891066,1
975085553996856598,2
2805057003133328706,3
3129530480893424736,4
-111551438068834975,5
-5402409400469962065,6
-5176293202722075432,7
-7014267005600103901,8
4017139543724788832,9
7106475659061723860,10
-7012175359604431276,1
3444915761758109130,2
7084222032512858148,3
3143742450390742674,4
2081609642988150909,5
3895431545419254348,6
8342537481722434335,7
-7806908465061994579,8
-1730733541411503392,9
-2115134996925191634,10
-1419006050569538088,1
5106063669076932435,2
8091989547485995208,3
4284600327477861793,4
7202724023876818875,5
-2168009681997135088,6
2452070942033779842,7
413037858844444416,8
-8410303102735311095,9
1740762775952446746,10
1773424937643653382,1
8903033819152860387,2
-3538931102962146496,3
-8956021912595401048,4
5150459405538699002,5
-6859265504746553886,6
3810594512603504091,7
2373475788746916158,8
5907466802378219187,9
-6850633179339882091,10
-3949200519682297262,1
4294024702309564994,2
192847479394218004,3
9019793991369084483,4
4484994706392052066,5
5570306070799247576,6
1903816404073507885,7
-4263316789566301373,8
673951428871087938,9
-8398082238701888665,10
6072279011397034477,1
1124799546142756215,2
1786331478233971796,3
8158354430265075302,4
-4871406062009641351,5
6127441481054263323,6
-2240158186138787615,7
-8947033512280775707,8
7068044803460586834,9
-8234470034181948692,10
-8208984066215143074,1
8664187408893611070,2
8747554376801059336,3
-2604653705697599625,4
-3520250513403022793,5
3528238084034279981,6
2187066735941011879,7
6664579352223691898,8
4746258248494817064,9
-3403325519140872050,10
-4344594962272500702,1
-1161353727959407676,2
3029979431508692034,3
-5872862856060327852,4
2553255108184190915,5
-741137653586573455,6
7310850669863455377,7
-8265384200306226835,8
5850850356474440476,9
2793804270310394991,10
2903303061191456311,1
2792058200551163321,2
2109241010024073846,3
1613288802691724468,4
8877077666359949515,5
-5159524171899321538,6
9217996670111390101,7
1599789078351429333,8
-2397710763226501617,9
4375103133673736897,10
6067880744359689517,1
6660704719575297640,2
-3670872772222091346,3
-3236295058756553729,4
-9036654298695935996,5
4457837575637425279,6
-1331698585170215967,7
1458549128330260232,8
-5350405906366326443,9
7408749981248142286,10
2329452769272289058,1
3839370727903297357,2
-1302033054529997890,3
132054651310351525,4
-1800778318671158248,5
750084535794521795,6
7646012159085025720,7
-4362656389892634613,8
7808116629256952626,9
-7177089849637991096,10
3679345943188226426,1
-4632060084026800321,2
6354853224133490440,3
-819713089657579284,4
-9065022493546834305,5
-2458232294222567044,6
-8605234574252177848,7
-5049789162411112365,8
3956687855234681097,9
-2838593471284308707,10
3273355732733824857,1
5615636143980531656,2
654460393090393268,3
5239500494837184174,4
-4005706700065919592,5
8383885017479114397,6
4958184512812954300,7
7541120857409537969,8
-6194012307985570480,9
241126897110538142,10
2092865999971596249,1
-2969638082655377152,2
5158475560573368688,3
6982325904327153302,4
6990423717133043535,5
-8444032399793380935,6
-5429663729123811894,7
-8916090176056866293,8
4093248767106177191,9
-3122397342386293615,10
-2026546542009832961,1
-9162848328412258499,2
-1021642161927895031,3
-5856068779952523001,4
-5407484847647728742,5
-439940137878875456,6
-8466113282138787140,7
4072577205718132398,8
4304186770148374437,9
-5761980833577167367,10
-3232059931360599299,1
-9097495893135491135,2
-509165548068727321,3
-8800467358016896751,4
720289413763104722,5
-3128818228886603828,6
4194906520672440679,7
-5756954376288366767,8
2009991980891813448,9
-4895784972627772905,10
3971749529897249987,1
-1583614173213687852,2
-3153487853429662248,3
8430795664207531010,4
6768002293628866812,5
-5350235941934916321,6
-2573457837182941769,7
1045738054677517696,8
628564232721297133,9
-7740616653742522619,10
3752908590127207335,1
5360152997952782056,2
-3843139353488968718,3
-8182466045892472486,4
-5832195017252567651,5
-1607236148683408351,6
8820759449825712532,7
521413127877779861,8
-2524949960851534508,9
-7645495971274349578,10
4204195235057311362,1
-4019384657587697493,2
-3279399875739252516,3
-5358490420503676200,4
2028277725420605033,5
5562385415447276872,6
8781899140338735348,7
-2188212055331095223,8
-3775758989316758693,9
2667997330397228277,10
6228517405226575684,1
3782770512019394511,2
-3950567184672966579,3
-8252515929346223331,4
9074107100234534416,5
6412765254871834473,6
-553731740113605355,7
5204712157453583721,8
921100795015115841,9
-5918133713789685398,10
-829065926810146297,1
-1154341124715608435,2
1300102583374534161,3
973641464062773778,4
-7062222189847000125,5
-6367641174377361799,6
1953608152475795587,7
-2837698251884287878,8
-6977831932477845791,9
2189890822461288233,10
-7237813291970211962,1
3908020829916674236,2
-2810813981912991600,3
-8915940879974991588,4
-8378834356271315530,5
5850457261146004638,6
8093305679482743563,7
8636124214841038393,8
